,child_id,bursts_count,burst_lengths,mean_burst_length,std_burst_length,mean_burst_amplitude,mean_burst_std
218,006LTP2,9,[ 5 10 10  1  2  2  9 16 21],8.444444444444445,6.4137198620719165,546.0738610197368,76.55714258066628
219,007LTP1,6,[22  3 10 12  2  6],9.166666666666666,6.743309441381303,529.9719371057515,125.87068945738385
220,007LTP2,8,[ 4  1  2  4 11 15  9 11],7.125,4.728570079844435,521.6543669172933,164.93245695035424
221,008LTP1,9,[13 10  5 10  7  5 21 25 10],11.777777777777779,6.545189544454729,548.2704982311319,79.09271432829306
222,008LTP2,7,[13  4 12  1 19  9 15],10.428571428571429,5.802884574739972,460.099476737011,114.640906203396
223,009LTP1,6,[ 5  4 13 11  7 11],8.5,3.3541019662496847,455.93999821746866,121.93942238903314
224,009LTP2,4,[17 15  3  2],9.25,6.796138609534093,426.39062800982805,71.66864538666955
225,010LTP1,11,[ 9 14  9 11 32 13 12 12 11  7  7],12.454545454545455,6.55554777357089,283.4227597963888,30.760174509970565
226,010LTP2,12,[ 7  3 11  1  3  1  2  3  9  8  3 14],5.416666666666667,4.091827899063639,353.62127943485103,83.93498090849512
227,011LTP1,10,[13 10 15  6  7  9  3  8  3  8],8.2,3.655133376499413,405.3688853920799,57.312312186842306
228,011LTP2,7,[ 8  1  7 21 19  9  3],9.714285714285714,7.024737630368141,454.22244091847307,106.84415861688642
229,012LTP1,6,[ 2 10 19  9  5  3],8.0,5.715476066494082,358.18139216820964,90.122077573573
230,012LTP2,6,[ 2 12  7 12  7  4],7.333333333333333,3.72677996249965,422.84783600206623,100.33175270373535
231,014LTP1,16,[ 6 10  4  8  1 12  4  7 11 15 11 12  1  9  6  3],7.5,4.06201920231798,303.17837891025636,47.8296660836194
232,014LTP2,9,[ 8  1 14 11 10  8  4 13 14],9.222222222222221,4.236816881097249,292.5143645257723,73.25106576726948
233,015LTP1,5,[ 5 14 13 11  8],10.2,3.3105890714493698,478.4965115089515,90.32390598609582
234,016LTP1,14,[ 1 30  1 13 15  7  2  4  3  9  8  6  5  4],7.714285714285714,7.38172039015075,429.7244151234568,56.073317300973116
235,016LTP2,18,[12  8 11  7 13  5 11 12  5 12  6  3  1 12  1  3  8  5],7.5,3.9616214413349042,271.3662027966743,40.68149202803525
236,017LTP2,3,[16  7  2],8.333333333333334,5.792715732327589,234.05193263157886,26.635841819247112
